company,country,averageage,averagetenure,women%,marketcap
"Proto Labs, Inc.",USA,57.7,8,14.3,1.6
Piraeus Bank SA,Greece,59.3,9,21.4,1.6
"NRG Yield, Inc.",USA,57.2,3.3,16.7,1.6
"Spark Therapeutics, Inc.",USA,56.7,1.9,22.2,1.6
Ramco-Gershenson Properties Trust,USA,69.7,16.8,22.2,1.6
Redrow plc,United Kingdom,58.9,4.9,42.9,1.6
Pets at Home Group plc,United Kingdom,53.3,2.9,22.2,1.6
HMS Holdings Corp.,USA,64.8,10.4,25,1.6
Pennsylvania Real Estate Investment Trust,USA,69.7,10.4,11.1,1.6
Gibson Energy Inc.,Canada,61.6,4.3,12.5,1.6
Smith & Wesson Holding Corporation,USA,62.9,9.7,11.1,1.6
American States Water Company,USA,68,10.2,44.4,1.6
"LogMeIn, Inc.",USA,56.1,6.3,12.5,1.6
California Water Service Group,USA,64.4,9.6,20,1.6
Lancashire Holdings Ltd.,United Kingdom,48.3,3.4,42.9,1.6
"Agios Pharmaceuticals, Inc.",USA,57.1,5.6,22.2,1.6
AVEVA Group plc,United Kingdom,60.3,8.5,16.7,1.6
"TRINET GROUP, INC.",USA,60.9,8.3,11.1,1.6
"Marketo, Inc.",USA,54.6,5.1,42.9,1.6
Invesco Mortgage Capital Inc.,USA,66.2,4.7,16.7,1.6
NORMA Group SE,Germany,61.5,4.7,16.7,1.6
"Envestnet, Inc.",USA,61.3,6.2,11.1,1.6
"TherapeuticsMD, Inc.",USA,53,3.6,0,1.6
MYOB Group Ltd.,Australia,56.5,2.7,16.7,1.6
"New York REIT, Inc.",USA,68.8,3.5,25,1.6
"WisdomTree Investments, Inc.",USA,56.3,10.4,0,1.6
"Tessera Technologies, Inc.",USA,60.9,3.1,0,1.6
"comScore, Inc.",USA,56.5,8.1,12.5,1.6
Delta Lloyd NV,Netherlands,58.3,4.1,25,1.6
Home Capital Group Inc.,Canada,64,8.3,25,1.6
"G&K Services, Inc.",USA,61.2,9.2,22.2,1.6
Virbac,France,56.2,13.8,50,1.6
"The Children's Place, Inc.",USA,62.5,3.6,36.4,1.6
Nufarm Limited,Australia,61.1,6.8,12.5,1.6
Oasis Petroleum Inc.,USA,58.3,6.9,0,1.6
"Plantronics, Inc.",USA,60.3,10,12.5,1.6
"Lexicon Pharmaceuticals, Inc.",USA,63.8,10.4,11.1,1.6
Federal-Mogul Holdings Corporation,USA,58.1,5,0,1.6
Callon Petroleum Company,USA,66,9.4,0,1.6
Stagecoach Group plc,United Kingdom,58.2,13.8,20,1.6
Konecranes Plc,Finland,57.2,8.5,16.7,1.6
"Advanced Energy Industries, Inc.",USA,61,5.3,0,1.6
Zoopla Property Group plc,United Kingdom,54.9,3.6,20,1.5
Synthomer plc,United Kingdom,58.9,8.4,11.1,1.5
FirstService Corporation,Canada,63.3,1,14.3,1.5
"FBL Financial Group, Inc.",USA,61.7,6.8,0,1.5
Astoria Financial Corporation,USA,62,8.3,14.3,1.5
Enerplus Corporation,Canada,59,5.3,22.2,1.5
Aeroflot PJSC,Russia,44.9,2.8,0,1.5
"Northwest Bancshares, Inc.",USA,58.5,5.4,20,1.5
Cairn Energy plc,United Kingdom,55.1,5.6,11.1,1.5
"REN - Redes Energeticas Nacionais, SGPS, S.A.",Portugal,48.6,2.8,15.4,1.5
Torex Gold Resources Inc.,Canada,59.7,6.9,0,1.5
"Chico's FAS, Inc.",USA,62.9,6.2,44.4,1.5
Artis Real Estate Investment Trust,Canada,64.4,9.4,0,1.5
Salini Impregilo S.p.A.,Italy,62.8,3.3,28.6,1.5
Hochschild Mining plc,United Kingdom,56.1,7.9,0,1.5
Plexus Corp.,USA,60.3,10,11.1,1.5
Haemonetics Corporation,USA,66.9,9.7,14.3,1.5
"Exponent, Inc.",USA,64,9.3,33.3,1.5
Conwert Immobilien Invest SE,Austria,56.2,0.6,0,1.5
Reliance Capital Ltd,India,61,6.3,14.3,1.5
"DineEquity, Inc.",USA,64.2,13.7,20,1.5
"2U, Inc.",USA,56.9,4.1,20,1.5
"World Wrestling Entertainment, Inc.",USA,56.8,8.4,30,1.5
Primary Health Care Ltd.,Australia,59.1,5.1,12.5,1.5
"LifeLock, Inc.",USA,57.3,5,25,1.5
"Heartland Express, Inc.",USA,66.8,12.7,16.7,1.5
"First Midwest Bancorp, Inc.",USA,64.2,12.2,16.7,1.5
Parex Resources Inc.,Canada,60.3,6.3,12.5,1.5
Electrocomponents plc,United Kingdom,54.7,3.1,14.3,1.5
"Matson, Inc.",USA,65.6,13.9,14.3,1.5
"Premier, Inc.",USA,58.8,1.1,25,1.5
Perpetual Ltd.,Australia,56,3.4,28.6,1.5
Caesars Acquisition Company,USA,52.3,2.9,0,1.5
GrainCorp Ltd.,Australia,61.1,5.3,22.2,1.5
Befimmo SA,Belgium,57,7.3,30,1.5
Canfor Corporation,Canada,70.7,12.4,0,1.5
Cerved Information Solutions SpA,Italy,47,1.9,18.2,1.5
Banner Corporation,USA,65.6,10.8,11.8,1.5
Italmobiliare SpA,Italy,56.6,11,21.4,1.5
Sears Holdings Corporation,USA,53.9,6,20,1.5
"Power Integrations, Inc.",USA,68.7,17.3,0,1.5
Chemical Financial Corporation,USA,63.4,7.9,0,1.5
Cranswick plc,United Kingdom,52.3,9.9,14.3,1.5
Bodycote plc,United Kingdom,58.8,8,20,1.5
Select Medical Holdings Corporation,USA,67.4,10.1,0,1.5
Potlatch Corporation,USA,60,9.3,11.1,1.5
Usinas Siderurgicas De Minas Gerais S.A. - USIMINAS,Brazil,58,3.1,10,1.5
Saras SPA,Italy,58.8,14.7,25,1.5
Areva,France,52.4,1.2,33.3,1.5
"USANA Health Sciences, Inc.",USA,59,7.4,0,1.5
Anima Holding S.P.A.,Italy,54.9,2.2,44.4,1.5
NIC Inc.,USA,59.4,10.1,22.2,1.5
African Rainbow Minerals Ltd,South Africa,60.1,8.6,14.3,1.5
"Imperva, Inc.",USA,62.8,2.8,16.7,1.5
"Waddell & Reed Financial, Inc.",USA,68,12.1,12.5,1.5
Hite Jinro Ltd.,South Korea,60.2,3.6,0,1.5
Nizhnekamskneftekhim PJSC,Russia,56.3,0.5,7.1,1.5
"AAON, Inc.",USA,65,9.4,14.3,1.5
The Empire District Electric Company,USA,62.5,10.1,10,1.5
THE BRINK'S COMPANY,USA,53.8,4.5,25,1.5
"Ollie's Bargain Outlet Holdings, Inc.",USA,57.9,3.4,0,1.5
"Forum Energy Technologies, Inc.",USA,57.9,6.3,10,1.5
Chesapeake Lodging Trust,USA,59,6.4,0,1.5
The E. W. Scripps Company,USA,59.4,6.1,33.3,1.5
"FCB Financial Holdings, Inc.",USA,70.2,6,0,1.5
Simmons First National Corporation,USA,61.3,7.2,0,1.5
ManTech International Corporation,USA,73.9,17.3,14.3,1.5
"Ascena Retail Group, Inc.",USA,63.8,14.9,37.5,1.5
La Quinta Holdings Inc.,USA,53.6,1.8,0,1.5
Charter Hall Retail REIT,Australia,60.4,10.8,0,1.5
CSR Limited,Australia,54.6,4.5,33.3,1.5
"Flagstar Bancorp, Inc.",USA,57.5,5.4,0,1.5
Park National Corporation,USA,58.9,8,25,1.5
First National Financial Corporation,Canada,60.3,8.7,14.3,1.5
"Community Health Systems, Inc.",USA,67,11,11.1,1.5
Workspace Group plc,United Kingdom,58.1,4.6,14.3,1.5
"Amkor Technology, Inc.",USA,63,8.9,10,1.5
Fugro NV,Netherlands,59,2.2,33.3,1.5
Dechra Pharmaceuticals plc,United Kingdom,57,6.6,28.6,1.5
"ExamWorks Group, Inc.",USA,64.9,5.7,0,1.5
The Descartes Systems Group Inc.,Canada,59.4,5.8,25,1.5
"First Cash Financial Services, Inc.",USA,62.5,9.5,0,1.5
TopBuild Corp.,USA,57.4,1,14.3,1.5
"United Community Banks, Inc.",USA,63.3,12.9,12.5,1.5
LSR Group PJSC,Russia,49.5,2.5,15.4,1.5
"Cvent, Inc.",USA,47,8.4,0,1.4
"SkyWest, Inc.",USA,57.1,10.3,10,1.4
EI Towers SpA,Italy,54.3,3.3,22.2,1.4
Headwaters Incorporated,USA,65.3,11.3,14.3,1.4
TowneBank,USA,69.7,12.3,11.5,1.4
GFK SE,Germany,58.5,3.1,30,1.4
Air Methods Corporation,USA,61.9,8.7,20,1.4
"CESP, Companhia Energetica de Sao Paulo S.A.",Brazil,59.3,0,0,1.4
Precision Drilling Corp.,Canada,60.9,7,11.1,1.4
"Sabra Health Care REIT, Inc.",USA,60.2,6,0,1.4
Carillion plc,United Kingdom,54.7,4.6,28.6,1.4
Colliers International Group Inc.,Canada,64,11.7,14.3,1.4
Cooper-Standard Holdings Inc.,USA,56,2.8,11.1,1.4
Rovi Corporation,USA,58.6,6,12.5,1.4
BGEO Group plc,United Kingdom,49.7,4.9,11.1,1.4
"TASER International, Inc.",USA,55.6,10.6,14.3,1.4
Renasant Corporation,USA,64.9,13.2,5.9,1.4
Faiveley Transport,France,56.3,9.8,22.2,1.4
"Trex Company, Inc.",USA,63.9,7,12.5,1.4
Comdirect Bank AG,Germany,55.5,4,50,1.4
La-Z-Boy Incorporated,USA,64.6,11.9,11.1,1.4
"Rexford Industrial Realty, Inc.",USA,63.9,2.6,0,1.4
"Weis Markets, Inc.",USA,58.4,7.2,0,1.4
Esure Group plc,United Kingdom,56.6,6,37.5,1.4
Sonae SGPS SA,Portugal,56.3,5.9,33.3,1.4
"DigitalGlobe, Inc.",USA,59.9,4.8,22.2,1.4
ProMetic Life Sciences Inc.,Canada,58.8,5.9,18.2,1.4
Growthpoint Properties Australia,Australia,53.1,4.9,14.3,1.4
Actuant Corporation,USA,61.4,9.9,12.5,1.4
MRC Global Inc.,USA,62.9,6.5,10,1.4
"Consolidated Communications Holdings, Inc.",USA,66.3,7.8,12.5,1.4
Eurobank Ergasias SA,Greece,58.8,1.9,14.3,1.4
Capital Power Corporation,Canada,59.3,4.3,33.3,1.4
TransAlta Corporation,Canada,62.8,5.1,33.3,1.4
"Hub Group, Inc.",USA,66.3,12.6,0,1.4
GLOBANT S.A.,Luxembourg,49,5.6,0,1.4
Horace Mann Educators Corporation,USA,64.2,4.9,22.2,1.4
ShawCor Ltd.,Canada,59.8,5.4,20,1.4
Regis Resources Ltd.,Australia,58.3,4.5,0,1.4
Vilmorin et Cie,France,57.1,8,25,1.4
"Builders FirstSource, Inc.",USA,58.9,11.6,0,1.4
Cromwell Property Group,Australia,56.3,7,28.6,1.4
Granite Real Estate Investment Trust,Canada,61.1,3.6,0,1.4
Kiwi Property Group Ltd,New Zealand,61,8.2,50,1.4
Mineral Resources Ltd.,Australia,61,6.4,0,1.4
"LegacyTexas Financial Group, Inc.",USA,61.8,5.8,25,1.4
Progress Software Corporation,USA,60.7,10.6,0,1.4
Osisko Gold Royalties Ltd,Canada,58.9,1.6,22.2,1.4
Rambus Inc.,USA,60.7,6.9,14.3,1.4
KapStone Paper and Packaging Corporation,USA,63,7.2,0,1.4
Aveo Group Limited,Australia,55.4,5,0,1.4
Celestica Inc.,Canada,64,7.4,22.2,1.4
IRESS Limited,Australia,60.3,4.6,28.6,1.4
Centerra Gold Inc.,Canada,55.5,4.5,9.1,1.4
"Evolent Health, Inc.",USA,56.3,2.4,20,1.4
"NxStage Medical, Inc.",USA,62.8,9.3,12.5,1.4
"SAUL CENTERS, INC.",USA,75,15,0,1.4
Super Retail Group Ltd.,Australia,62.2,15,20,1.4
STEPAN COMPANY,USA,61.4,13.1,12.5,1.4
Huron Consulting Group Inc.,USA,64.9,9.4,14.3,1.4
Corbion NV,Netherlands,62.6,3.4,20,1.4
SUPERVALU INC.,USA,62.5,4.5,18.2,1.4
Scholastic Corporation,USA,63.6,11.3,33.3,1.4
"Box, Inc.",USA,47.7,6.4,11.1,1.4
Genesco Inc.,USA,62.9,9.3,20,1.4
Virgin Money Holdings (UK) plc,United Kingdom,59.6,5.9,37.5,1.4
CONMED Corporation,USA,57.1,3.6,20,1.4
"Nortek, Inc.",USA,57.7,5.8,0,1.4
Pagegroup Plc,United Kingdom,54.6,5.4,28.6,1.4
Bovis Homes Group plc,United Kingdom,52.5,4.8,16.7,1.4
Gigamon Inc.,USA,59.3,3,12.5,1.4
KB Home,USA,63.5,7.2,10,1.4
"Wesco Aircraft Holdings, Inc.",USA,57.2,5.5,9.1,1.4
DeVry Education Group Inc.,USA,60.8,10.8,11.1,1.4
Card Factory plc,United Kingdom,50.7,1.7,28.6,1.4
"Fossil Group, Inc.",USA,60.5,7.9,36.4,1.4
Fabrinet,USA,65.8,9.6,20,1.4
Crest Nicholson Holdings plc,United Kingdom,55.3,6,33.3,1.4
"Genworth Financial, Inc.",USA,64.3,5.3,11.1,1.4
Forward Air Corporation,USA,65.9,8.3,11.1,1.4
Knowles Corporation,USA,64.7,1.9,0,1.4
Genus plc,United Kingdom,60.7,3.7,0,1.4
Sims Metal Management Limited,Australia,62.6,3.6,30,1.4
Enercare Inc.,Canada,59.1,9.2,22.2,1.4
Albany International Corp.,USA,62.1,12.4,25,1.4
Pact Group Holdings Ltd.,Australia,61,2.4,16.7,1.4
"Pacira Pharmaceuticals, Inc.",USA,60.2,6,22.2,1.4
Universal Corporation,USA,62.5,8.4,12.5,1.4
"TeleTech Holdings, Inc.",USA,60.9,6.7,0,1.4
"ARIAD Pharmaceuticals, Inc.",USA,54,1.6,28.6,1.4
Vectura Group plc,United Kingdom,59.9,4,14.3,1.4
"Apogee Enterprises, Inc.",USA,62,9.1,20,1.4
Metcash Ltd,Australia,54.8,3.9,28.6,1.4
Summit Materials Inc.,USA,53.6,5.1,28.6,1.4
Gentherm Incorporated,USA,59.6,6.7,22.2,1.4
Inphi Corporation,USA,62,5.9,12.5,1.4
"8x8, Inc.",USA,55.1,7.1,0,1.4
"Sage Therapeutics, Inc.",USA,57.2,3.2,0,1.4
The St. Joe Company,USA,65.7,3.7,0,1.4
"OneBeacon Insurance Group, Ltd.",USA,61.9,8.9,10,1.4
"Talmer Bancorp, Inc.",USA,58.9,4.6,14.3,1.4
Doosan Infracore Co. Ltd.,South Korea,62,1.3,0,1.4
MARR S.P.A.,Italy,56.9,6.9,27.3,1.3
Bilfinger SE,Germany,54.5,3.5,16.7,1.3
"CSG Systems International, Inc.",USA,62.6,9.4,10,1.3
SK Networks Co. Ltd.,South Korea,57,2.4,0,1.3
Natus Medical Incorporated,USA,63.2,15.8,20,1.3
"Provident Financial Services, Inc.",USA,61.4,10.9,11.1,1.3
Beni Stabili S.p.A. SIIQ,Italy,60.4,8.3,37.5,1.3
EcoRodovias Infraestrutura e Logistica SA,Brazil,56.8,2.2,0,1.3
"Innoviva, Inc.",USA,60.4,4.8,20,1.3
EOH Holdings Limited,South Africa,53.3,9.9,33.3,1.3
Sky Network Television Ltd.,New Zealand,57.5,6.2,33.3,1.3
Vonage Holdings Corp.,USA,52.3,5.9,14.3,1.3
Fidelity & Guaranty Life,USA,56.1,3.1,0,1.3
Danieli & Co. Officine Meccaniche SPA,Italy,62.2,15.2,20,1.3
"ServisFirst Bancshares, Inc.",USA,63.7,9,0,1.3
AK Steel Holding Corporation,USA,62.7,7.4,10,1.3
Yadkin Financial Corporation,USA,63,3.3,6.7,1.3
Downer EDI Ltd.,Australia,61.3,6.4,28.6,1.3
Cliffs Natural Resources Inc.,USA,58.8,2.8,11.1,1.3
"Astec Industries, Inc.",USA,67.2,13.3,0,1.3
Korn/Ferry International,USA,62.6,4.9,25,1.3
"NeuStar, Inc.",USA,64.3,7.2,30,1.3
"MaxLinear, Inc.",USA,61.8,7.7,0,1.3
Ipsos,France,54.9,10.3,27.3,1.3
Third Point Reinsurance Ltd.,USA,59.4,4,11.1,1.3
Adani Enterprises Ltd.,India,55.2,8.1,10,1.3
Shopping Centres Australasia Property Group,Australia,51,2.3,25,1.3
"The Navigators Group, Inc.",USA,65.4,11.1,20,1.3
Infratil Limited,New Zealand,58,8,16.7,1.3
DGB Financial Group Co Ltd,South Korea,60,1.1,0,1.3
Sonic Corp.,USA,60.4,8.5,36.4,1.3
"ATN International, Inc.",USA,67.7,10,14.3,1.3
"Sykes Enterprises, Incorporated",USA,62.1,7.7,22.2,1.3
Kier Group plc,United Kingdom,51.7,2.7,18.2,1.3
"BroadSoft, Inc.",USA,56.1,6.2,22.2,1.3
Abacus Property Group,Australia,67,9.3,16.7,1.3
Greggs plc,United Kingdom,55.6,5.3,37.5,1.3
Lisi,France,53.4,12.5,30.8,1.3
Banco Estado Do Rio Grande Do Sul SA,Brazil,60.2,0,0,1.3
American Equity Investment Life Holding Company,USA,70.4,12.1,16.7,1.3
"SeaWorld Entertainment, Inc.",USA,60.6,2.5,30,1.3
Stamps.com Inc.,USA,60.3,16.3,0,1.3
Synergy Resources Corporation,USA,63.7,3.7,0,1.3
Thomas Cook Group plc,United Kingdom,57,3.9,37.5,1.3
Capital Bank Financial Corp.,USA,66.6,5.9,12.5,1.3
Mitchells & Butlers plc,United Kingdom,51.7,3.6,11.1,1.3
Abercrombie & Fitch Co.,USA,68.4,5.3,30,1.3
"M.D.C. Holdings, Inc.",USA,67.8,15.9,0,1.3
Ted Baker plc,United Kingdom,62.3,12.5,16.7,1.3
Takkt AG,Germany,54,7.8,16.7,1.3
JRP Group plc,United Kingdom,58.9,1.7,11.1,1.3
Elementis plc,United Kingdom,56.9,4.4,14.3,1.3
"Seres Therapeutics, Inc.",USA,57.4,2.5,0,1.3
"Alder BioPharmaceuticals, Inc.",USA,56.6,7.5,25,1.3
Otter Tail Corporation,USA,60.6,8,33.3,1.3
Whitehaven Coal Ltd.,Australia,56,3.9,28.6,1.3
"STURM, RUGER & COMPANY, INC.",USA,63.5,7,12.5,1.3
"Guess?, Inc.",USA,62.1,13.1,12.5,1.3
HudBay Minerals Inc.,Canada,62.9,4,20,1.3
"Omnicell, Inc.",USA,62.6,8.9,22.2,1.3
NBT Bancorp Inc.,USA,61.7,10.2,10,1.3
"CYS Investments, Inc.",USA,62.7,7.1,33.3,1.3
Sirtex Medical Ltd.,Australia,68,8.8,20,1.3
Melrose Industries plc,United Kingdom,59.9,9.7,14.3,1.3
"First Interstate BancSystem, Inc.",USA,59,9.2,12.5,1.3
"Krispy Kreme Doughnuts, Inc.",USA,62.2,7.4,20,1.3
"Neenah Paper, Inc.",USA,64.4,9.3,14.3,1.3
"Alarm.com Holdings, Inc.",USA,56,5.7,0,1.3
"Asbury Automotive Group, Inc.",USA,60.4,6.7,11.1,1.3
"Globalstar, Inc.",USA,60.3,8.6,0,1.3
Cyrela Brazil Realty S.A Empreendimentos E Participacoes,Brazil,59.9,11.9,0,1.3
Exact Sciences Corporation,USA,62.7,4,10,1.3
Quaker Chemical Corporation,USA,61.1,10.6,11.1,1.3
"PRA Group, Inc.",USA,58.8,7.5,9.1,1.3
Westamerica Bancorporation,USA,77.3,28.3,22.2,1.3
Diploma plc,United Kingdom,58.2,7.5,16.7,1.3
"Portola Pharmaceuticals, Inc.",USA,61.7,5.8,11.1,1.3
"BBCN Bancorp, Inc.",USA,66.4,3.8,0,1.3
ElringKlinger AG,Germany,56.9,8.3,33.3,1.3
First Financial Bancorp.,USA,61.2,9.8,30.8,1.3
Independent Bank Corp.,USA,62.8,9.8,15.4,1.3
Cray Inc.,USA,60.3,7.4,12.5,1.3
Banco Comercial Portugues S.A.,Portugal,55.4,3.9,15.8,1.3
"The Buckle, Inc.",USA,66.1,18.6,11.1,1.3
Premium Brands Holdings Corporation,Canada,57.8,8.7,16.7,1.3
"Five Prime Therapeutics, Inc.",USA,59.3,7,10,1.3
"Methode Electronics, Inc.",USA,66.8,10.6,11.1,1.3
MAG Silver Corp.,Canada,58.8,6.4,12.5,1.3
LondonMetric Property plc,United Kingdom,58.4,5.5,8.3,1.3
"Super Micro Computer, Inc.",USA,58.9,13.3,28.6,1.3
"BMC Stock Holdings, Inc.",USA,57.9,2,0,1.3
Kloeckner & Co SE,Germany,63.5,4,0,1.3
QLogic Corporation,USA,65.5,5.9,12.5,1.3
Opus Bank,USA,60.1,4.6,0,1.3
"NCI Building Systems, Inc.",USA,61.5,8.7,9.1,1.3
Seven West Media Ltd.,Australia,59,2.5,20,1.3
"Four Corners Property Trust, Inc.",USA,53.2,1,20,1.3
AVG Technologies NV,Netherlands,56.3,5.7,0,1.2
Emergent BioSolutions Inc.,USA,67.5,7.7,10,1.2
"Quad/Graphics, Inc.",USA,59.5,9.8,12.5,1.2
Franklin Street Properties Corp.,USA,60.1,7.9,28.6,1.2
Norwegian Air Shuttle ASA,Norway,49.6,8.1,42.9,1.2
"Knoll, Inc.",USA,63.3,13.8,30,1.2
Assura plc,United Kingdom,56,4,25,1.2
Innergex Renewable Energy Inc.,Canada,60.4,6.1,14.3,1.2
Stabilus SA,Luxembourg,58.5,1.5,0,1.2
"Evertec, Inc.",USA,61.4,2.6,22.2,1.2
C&C Group plc,Ireland,58.7,5.5,20,1.2
Brunello Cucinelli S.p.A.,Italy,46.9,4.9,30,1.2
Computacenter plc,United Kingdom,62.1,15.4,12.5,1.2
II-VI Incorporated,USA,61.2,15.8,11.1,1.2
Acceleron Pharma Inc.,USA,59.8,7.8,11.1,1.2
"ZELTIQ Aesthetics, Inc.",USA,53.5,4.2,16.7,1.2
"Wesbanco, Inc.",USA,59.8,8.7,25,1.2
Wizz Air Holdings plc,United Kingdom,61.9,6,20,1.2
American Woodmark Corporation,USA,58.1,13.2,22.2,1.2
Kearny Financial Corp.,USA,65.9,17.9,0,1.2
TUTOR PERINI CORPORATION,USA,68.8,9.1,10,1.2
"Endurance International Group Holdings, Inc.",USA,48.4,5.4,0,1.2
"American Axle & Manufacturing Holdings, Inc.",USA,61.1,5.6,12.5,1.2
"CVR Energy, Inc.",USA,57.3,4,0,1.2
"KCG Holdings, Inc.",USA,55.4,2.6,22.2,1.2
"Group 1 Automotive, Inc.",USA,64,9.5,12.5,1.2
"Popeyes Louisiana Kitchen, Inc.",USA,60.9,5.4,44.4,1.2
"Summit Hotel Properties, Inc.",USA,57,4,0,1.2
Superior Plus Corp.,Canada,61.6,7.6,20,1.2
Nationstar Mortgage Holdings Inc.,USA,57.2,4,0,1.2
"LendingTree, Inc.",USA,52,4.6,28.6,1.2
MSG Networks Inc.,USA,60.2,2.2,0,1.2
"Abaxis, Inc.",USA,71,14,0,1.2
Paradise Co.,South Korea,54.8,6.6,0,1.2
Hellenic Petroleum SA,Greece,59.7,3.2,0,1.2
"Benefitfocus, Inc.",USA,51,7.1,12.5,1.2
Green Dot Corporation,USA,60.5,5.2,15.4,1.2
Innospec Inc.,USA,64.1,6.1,0,1.2
Banca Popolare Di Sondrio,Italy,64.1,10.5,14.3,1.2
Banca IFIS S.p.A.,Italy,58.1,13.4,22.2,1.2
Savills plc,United Kingdom,62.3,6.7,14.3,1.2
"McDermott International, Inc.",USA,61.6,5.6,11.1,1.2
CTT-Correios de Portugal S.A.,Portugal,57.3,2.7,16.7,1.2
"Cynosure, Inc.",USA,60.7,8.5,16.7,1.2
Essendant Inc.,USA,55.3,7.4,22.2,1.2
Vesuvius plc,United Kingdom,58,3,25,1.2
"Achillion Pharmaceuticals, Inc.",USA,60.6,8.6,11.1,1.2
Aconex Ltd,Australia,66,7.3,14.3,1.2
"Comfort Systems USA, Inc.",USA,61.1,9.9,11.1,1.2
Rogers Corporation,USA,61.4,5.1,25,1.2
Fidessa Group plc,United Kingdom,60.1,10.4,14.3,1.2
Darty plc,United Kingdom,57.2,3,22.2,1.2
"Aerojet Rocketdyne Holdings, Inc.",USA,63,5.6,12.5,1.2
Ferro Corporation,USA,58.9,5.4,0,1.2
Daejan Holdings plc,United Kingdom,60,25.4,0,1.2
Goodman Property Trust,New Zealand,64,7,28.6,1.2
Clearwater Paper Corporation,USA,63.2,5.3,33.3,1.2
Kaman Corporation,USA,63.5,10,20,1.2
Grainger plc,United Kingdom,54.7,3.9,42.9,1.2
DNO ASA,Norway,57.8,5,40,1.2
ACCO Brands Corporation,USA,63.5,6.4,10,1.2
Motor Oil (Hellas) Corinth Refineries SA,Greece,63.4,0,9.1,1.2
"AMERISAFE, Inc.",USA,61.8,7.1,12.5,1.2
Invocare Ltd.,Australia,57.8,5.7,33.3,1.2
"Amplify Snack Brands, Inc.",USA,49.1,1.8,25,1.2
Steadfast Group Ltd,Australia,66,7.5,16.7,1.2
"Schweitzer-Mauduit International, Inc.",USA,61.9,9.4,12.5,1.2
LS Industrial Systems Co.,South Korea,58.2,4.2,0,1.2
Rathbone Brothers plc,United Kingdom,56.6,6.4,25,1.2
"Acorda Therapeutics, Inc.",USA,61,11.4,12.5,1.2
Mattress Firm Holding Corp.,USA,55.7,4.6,0,1.2
The Rank Group plc,United Kingdom,56.3,3.6,12.5,1.2
Wacker Neuson SE,Germany,62,6,0,1.2
Barloworld Ltd,South Africa,54.4,8.7,30.8,1.2
Baytex Energy Corp.,Canada,61.6,12.4,11.1,1.2
"Installed Building Products, Inc.",USA,57.2,5.3,22.2,1.2
Indus Holding AG,Germany,60,5.7,16.7,1.2
Advantage Oil & Gas Ltd.,Canada,60.8,8,16.7,1.2
SpartanNash Company,USA,63.3,8.2,30,1.2
"SPX FLOW, Inc.",USA,59.5,0.9,12.5,1.2
"Calavo Growers, Inc.",USA,67.4,15.9,7.7,1.2
"Caleres, Inc.",USA,62.6,9.2,40,1.2
Morphosys AG,Germany,65.2,4.7,33.3,1.2
Mullen Group Ltd.,Canada,60.6,11.9,0,1.1
Central Garden & Pet Company,USA,65.4,11.8,11.1,1.1
"Depomed, Inc.",USA,65.3,7.7,16.7,1.1
"Penn National Gaming, Inc.",USA,66.4,13.1,25,1.1
"Smart & Final Stores, Inc.",USA,55.2,2.9,0,1.1
Union Bankshares Corporation,USA,64.9,6.6,17.6,1.1
"HFF, Inc.",USA,59.5,8,37.5,1.1
Denbury Resources Inc.,USA,62.5,9.5,12.5,1.1
"OSI Systems, Inc.",USA,68.2,17.5,0,1.1
Callidus Software Inc.,USA,59.6,7.3,14.3,1.1
"Halozyme Therapeutics, Inc.",USA,55.8,5.2,33.3,1.1
IP Group plc,United Kingdom,56.4,4.7,22.2,1.1
AGREE REALTY CORPORATION,USA,69.1,12.8,0,1.1
Senior plc,United Kingdom,55.6,2.7,28.6,1.1
Russel Metals Inc.,Canada,65,7.7,30,1.1
J D Wetherspoon plc,United Kingdom,54.5,11.3,37.5,1.1
Laurentian Bank Of Canada,Canada,59.5,7.1,45.5,1.1
G8 Education Limited,Australia,50.4,3,16.7,1.1
"Express, Inc.",USA,59,4.2,16.7,1.1
"Endologix, Inc.",USA,59,5.5,12.5,1.1
BayWa AG,Germany,50,3.8,18.8,1.1
Artisan Partners Asset Management Inc.,USA,54.3,3.4,14.3,1.1
MEG Energy Corp.,Canada,58.8,6.5,9.1,1.1
Laird plc,United Kingdom,58.8,2.9,37.5,1.1
Pason Systems Inc.,Canada,61.2,9.8,20,1.1
MITIE Group plc,United Kingdom,56.8,7.3,33.3,1.1
"Etsy, Inc.",USA,53.8,3.7,50,1.1
Tongaat Hulett Ltd,South Africa,57.3,7.9,45.5,1.1
Terreno Realty Corporation,USA,57,6,0,1.1
Syrah Resources Ltd,Australia,68,2.4,0,1.1
Uni-Select Inc.,Canada,59.9,3.3,20,1.1
Fortuna Silver Mines Inc.,Canada,58.1,9,0,1.1
Standex International Corporation,USA,65.4,13.2,0,1.1
Gaztransport et Technigaz,France,54.9,2.1,33.3,1.1
Regis Healthcare Ltd,Australia,54.5,3.3,16.7,1.1
Cabot Microelectronics Corporation,USA,61.8,7.1,22.2,1.1
"Gibraltar Industries, Inc.",USA,60.6,4.6,28.6,1.1
Loral Space & Communications Inc.,USA,65.5,9.2,16.7,1.1
"Restoration Hardware Holdings, Inc.",USA,53.8,4.8,25,1.1
Transcontinental Inc.,Canada,55.6,9,35.7,1.1
"Benchmark Electronics, Inc.",USA,57.7,4.8,18.2,1.1
