Company,Country,Board size,Average age,Average tenure,# Over life expectancy,# Women,Market cap ($m)
Deutsche Wohnen AG,Germany,6,71.5,6.8,0,0,10886.35
Dover Corporation,US,11,65.4,10,0,2,10889.89
BRF SA,Brazil,9,60.6,2.7,2,0,10891.8
ProSiebenSAT.1 Media AG,Germany,9,51.3,1.6,0,3,10896.1
Tatneft PJSC,Russia,18,58.3,5.9,1,1,10901.73
"Henan Shuanghui Investment and Development Co., Ltd.",China,6,55.5,3,0,0,10951.7
Accor,France,10,55.1,6.5,0,4,10956.98
Extra Space Storage Inc.,US,7,65.1,8.7,0,1,10976.96
Waters Corporation,US,10,61.1,16.3,0,2,10978.09
Samsung Fire & Marine Insurance Co.,South Korea,7,57,2.6,0,0,10987.62
"Acuity Brands, Inc.",US,10,66.4,8.9,0,1,11001.54
"AMETEK, Inc.",US,8,65.5,12.4,0,3,11030.96
Koninklijke DSM NV,Netherlands,7,66,5.7,0,3,11054.46
Terna SPA,Italy,9,50,1.6,0,2,11066.77
Ramsay Health Care Ltd.,Australia,10,63.5,16.1,0,2,11072.03
NN GROUP NV,Netherlands,7,61.4,1.6,0,2,11107.31
Federal Realty Investment Trust,US,7,60.9,13,0,2,11110.67
ThyssenKrupp AG,Germany,20,55.3,5.1,0,5,11115.02
Bajaj Auto Ltd.,India,16,66.9,6.7,8,1,11127
CNP Assurances,France,18,53.8,3.6,0,8,11145.95
Symantec Corporation,US,9,59.1,9.7,0,3,11149.84
Microchip Technology Incorporated,US,5,66,16.4,0,1,11151.06
"L-3 Communications Holdings, Inc.",US,10,69.3,9.8,1,1,11155.84
Amorepacific Group Inc.,South Korea,7,55.6,2.7,0,0,11165.55
"Advance Auto Parts, Inc.",US,11,55.8,3.9,0,2,11220.98
George Weston Limited,Canada,12,59.5,9.2,0,4,11229.89
Marathon Oil Corporation,US,8,62,6.4,0,1,11256.77
Partners Group Holding,Switzerland,10,54,7.9,0,2,11267.4
"Galp Energia, SGPS S.A.",Portugal,19,62.7,4.3,1,2,11275.24
KB Financial Group Inc.,South Korea,9,57.9,1.1,0,1,11281.4
KLA-Tencor Corporation,US,10,62.7,7.6,0,1,11290.42
SA Groupe Delhaize,Belgium,9,59.6,5.3,0,2,11316.06
"Rockwell Collins, Inc.",US,9,65.2,9.1,0,2,11326.89
Linear Technology Corporation,US,7,71.6,19,0,0,11328.47
"D.R. Horton, Inc.",US,5,64.4,13.8,0,1,11339.19
Global Payments Inc.,US,8,62.3,8,0,1,11362.17
Agnico Eagle Mines Limited,Canada,12,64.3,10.2,1,3,11391.12
ITV plc,UK,8,55.5,4.9,0,2,11391.91
SK Innovation Co. Ltd.,South Korea,8,57.9,1.1,0,1,11421.61
Aeroports de Paris ADP,France,18,56.8,3.9,0,7,11471.73
Centene Corporation,US,9,68.6,11.2,1,1,11472.83
Cincinnati Financial Corporation,US,15,61.6,17.5,0,2,11475.74
"Host Hotels & Resorts, Inc.",US,9,65.8,13.4,0,3,11493.71
"Chipotle Mexican Grill, Inc.",US,9,58.9,13.1,0,1,11505.36
Saputo Inc.,Canada,9,56.2,10.3,0,3,11505.76
EDP-Energias de Portugal S.A,Portugal,21,58.3,3.8,0,2,11518.09
Red Electrica Corporacion SA,Spain,12,55.8,3.3,0,4,11558.82
AMP Limited,Australia,8,56.4,3.4,0,4,11564.76
"Martin Marietta Materials, Inc.",US,9,64.7,11.9,0,2,11618.48
Kingfisher plc,UK,9,56.9,5.1,0,4,11622.74
Invesco Ltd.,US,9,65.7,8.6,0,1,11662.59
Cabot Oil & Gas Corporation,US,6,65.2,7.2,0,1,11666.86
"Motorola Solutions, Inc.",US,9,60.1,5.9,0,2,11667.06
Gazprom Neft PJSC,Russia,13,47.6,6.7,0,1,11675.42
The Macerich Company,US,10,61.3,9.5,0,2,11677.46
"Citizens Financial Group, Inc.",US,12,64.9,5.7,0,3,11679.88
EMS Chemie Holding AG,Switzerland,4,54.5,6.3,0,1,11692.08
Wolters Kluwer NV,Netherlands,7,61.7,5.1,0,2,11725.29
"Xilinx, Inc.",US,7,64.6,13.4,0,1,11732.48
Ultrapar Participacoes S.A.,Brazil,9,64.9,6.9,1,0,11762.49
Suncorp Group Ltd.,Australia,9,61.9,5.9,0,2,11772.4
Sydney Airport,Australia,10,55.4,5.9,0,3,11773.75
"Palo Alto Networks, Inc.",US,8,53.5,5.4,0,0,11801.57
Power Grid Corporation of India Ltd,India,12,59.3,2.8,1,1,11819.09
National Bank Of Canada,Canada,13,58.8,4.5,0,5,11840.51
"ServiceNow, Inc.",US,10,55.4,4.6,0,2,11847.58
Regions Financial Corporation,US,11,64.5,9.4,0,3,11856.43
"Power Construction Corporation of China, Ltd.",China,9,58.5,1.9,0,0,11930.39
"BOE Technology Group Co., Ltd.",China,12,52.2,1.8,0,1,12041.51
Husky Energy Inc.,Canada,15,68.9,12.1,2,2,12065.42
"Foshan Haitian Flavouring & Food Co., Ltd.",China,9,48.1,2.7,0,3,12081.93
"Principal Financial Group, Inc.",US,10,61.6,9.5,0,4,12098.45
Pembina Pipeline Corporation,Canada,10,61.5,7.1,0,2,12123.37
CMS Energy Corporation,US,12,60.7,4.9,0,4,12125.14
Liberty Interactive Corp QVC Group,US,9,62.8,10.4,0,1,12140.63
Iliad,France,12,48.5,8.3,0,4,12156.53
Tractor Supply Company,US,8,62.5,6.9,0,2,12177.88
Kimco Realty Corporation,US,8,70.6,15,3,1,12253.75
Alcoa Inc.,US,15,65.1,6.5,0,3,12256.8
Sandvik AB,Sweden,10,56.7,3.6,0,2,12269.41
Ameren Corporation,US,11,61.9,5.7,0,3,12316.14
Cenovus Energy Inc.,Canada,11,66.4,5.2,0,2,12331.28
Valeo,France,14,61.7,5.8,0,6,12349.84
"Skyworks Solutions, Inc.",US,8,60.6,12.4,0,1,12357.87
China United Network Communications Ltd.,China,7,53.9,3.3,0,0,12376.45
London Stock Exchange Group plc,UK,11,58.5,3.8,0,1,12383.67
Standard Bank Group Ltd,South Africa,15,57,5,4,2,12410.55
"Starwood Hotels & Resorts Worldwide, Inc.",US,10,61.8,11.1,0,2,12447.45
"Waste Connections, Inc.",US,5,61.4,14.8,0,0,12458.88
Progressive Waste Solutions Ltd.,Canada,7,68.6,6.7,0,1,12459.35
Telefonica Deutschland Holding AG,Germany,16,49,2.8,0,6,12463.39
Franco-Nevada Corporation,Canada,9,62.6,7.3,0,1,12475.36
"Micron Technology, Inc.",US,7,59.9,7.6,0,1,12496.37
Mahindra & Mahindra Ltd.,India,10,63.9,13.9,3,1,12546.62
QBE Insurance Group Ltd.,Australia,9,59.8,2.7,0,2,12547.12
Alliance Data Systems Corporation,US,8,67,12.6,0,1,12550.05
"Autodesk, Inc.",US,10,59.1,9.8,0,3,12556.03
"McCormick & Company, Incorporated",US,11,58.7,7.5,0,3,12565.18
Numericable Sfr,France,8,57.3,1.4,0,3,12566.1
"Baoshan Iron & Steel Co., Ltd.",China,10,55.6,3.4,0,0,12582.01
Fairfax Financial Holdings Limited,Canada,8,67.4,10.6,1,0,12593.37
Anglo American plc,UK,12,62.6,4.8,0,3,12628.46
SBA Communications Corporation,US,8,60.6,11.9,0,1,12647.81
Fastenal Company,US,9,54.2,8,0,2,12705.09
"Church & Dwight Co., Inc.",US,10,59.2,8.5,0,2,12722.64
Veolia Environnement,France,17,58.4,5.2,0,6,12730.64
Fresnillo plc,UK,11,64.7,5.6,2,2,12785.1
Newcrest Mining Ltd.,Australia,10,62,3.5,0,2,12799.2
"Universal Health Services, Inc.",US,7,63.1,19.7,0,1,12813.02
Land Securities Group plc,UK,9,54.7,5.4,0,3,12832.66
Peugeot SA,France,14,57.3,4.6,0,6,12857.3
Agrium Inc.,Canada,10,58.2,4.7,0,3,12938.74
EQT Corporation,US,10,62.5,9,0,3,12946.64
Amcor Limited,Australia,8,62.6,4,0,2,12948.02
Markel Corporation,US,13,69.5,16.4,2,1,12993.55
BioMarin Pharmaceutical Inc.,US,8,64,8.5,0,1,13003.65
Freeport-McMoRan Inc.,US,8,59.4,6.5,0,2,13022.27
Western Digital Corporation,US,8,59.9,8.3,0,2,13024.92
"SK Holdings Co., Ltd.",South Korea,7,59.3,2.4,0,0,13035.91
"National Oilwell Varco, Inc.",US,9,61.7,8,0,1,13042.54
Groupe Bruxelles Lambert,Belgium,18,57.4,13.3,0,5,13045.82
Magnit PJSC,Russia,8,45.4,5.8,0,0,13047.05
Laboratory Corporation of America Holdings,US,10,58.2,8,0,2,13060.1
Old Mutual plc,UK,13,58.7,3.6,0,5,13062.12
Lam Research Corporation,US,9,57.8,5,0,2,13083.81
"Citrix Systems, Inc.",US,10,56.7,9.5,0,1,13265.87
Whirlpool Corporation,US,11,59.5,8.3,0,2,13294.96
"Verisk Analytics, Inc.",US,12,64.1,11.6,0,1,13301.96
"Poly Real Estate Group Co., Ltd.",China,9,50,2.7,0,1,13333.35
"W.W. Grainger, Inc.",US,10,62,12.3,0,1,13334.51
Hexagon AB,Sweden,6,58.3,9.3,0,3,13394.19
Galaxy Entertainment Group Ltd.,Hong Kong,8,68.9,15.5,1,1,13449.61
Loews Corporation,US,14,67.8,14.1,1,1,13462.34
Wolseley plc,UK,10,56.3,4.4,0,3,13500.16
"FleetCor Technologies, Inc.",US,9,58.3,6.7,0,0,13505.97
Alcatel Lucent,France,12,60.8,4.7,0,4,13518.55
"China Merchants Securities Co., Ltd.",China,15,51.4,4.9,0,3,13631.22
MGM Resorts International,US,11,61.8,9.6,0,3,13631.51
Grifols SA,Spain,13,54.8,7.2,0,4,13669.96
"CA, Inc.",US,12,61.7,6.8,0,2,13675.72
Ultratech Cement Ltd.,India,13,64.2,6.2,5,3,13687.83
TransDigm Group Incorporated,US,9,61.7,8.3,0,0,13712.67
"American Water Works Company, Inc.",US,9,62.9,6.1,0,5,13801.31
"Essex Property Trust, Inc.",US,9,65.8,13.8,0,1,13829.3
"Red Hat, Inc.",US,9,60.4,7.6,0,1,13952.43
Hannover Rueck SE,Germany,9,58.6,12,0,3,13953.09
"Jiangsu Hengrui Medicine Co., Ltd.",China,9,51.6,1.8,0,2,13983.19
Banco do Brasil S.A.,Brazil,10,48.7,1.1,0,2,13990.6
Entergy Corporation,US,11,63.7,7,0,4,14004.35
CGI Group Inc.,Canada,14,63.7,13.4,0,3,14011.26
RTL Group S.A.,Luxembourg,13,55.9,6.4,0,1,14041.14
Fifth Third Bancorp,US,11,59.9,5.8,0,3,14064.59
"Inner Mongolia BaoTou Steel Union Co., Ltd.",China,14,49.4,2,0,2,14110.35
Klepierre SA,France,10,53.8,3.9,0,4,14124.6
Altice NV,Netherlands,7,47.3,1,0,0,14133.38
Smith & Nephew plc,UK,11,60.9,4.5,0,3,14139.08
Perrigo Company plc,US,10,61.1,11.4,0,2,14187.63
Asian Paints Ltd.,India,14,69.3,13.4,6,2,14202.54
Carlsberg,Denmark,15,58.7,5.2,0,4,14204.23
Genuine Parts Company,US,13,63.8,8.5,0,4,14232.15
LG Household & Health Care Ltd.,South Korea,7,55,4.3,0,0,14232.95
Novozymes A/S,Denmark,10,55,5,0,2,14241.73
Geberit AG,Switzerland,6,56.2,3.5,0,1,14268.91
"Mohawk Industries, Inc.",US,9,63.7,10.1,0,1,14269.24
FirstEnergy Corp.,US,14,64.8,7.1,0,2,14295.82
"Daqin Railway Co., Ltd.",China,11,54.4,3,0,0,14317.79
VTB Bank PJSC,Russia,15,52.6,3.6,0,1,14349.38
Sprint Corporation,US,9,58.3,1.7,0,1,14388.02
Fortum Oyj,Finland,8,57,3.1,0,3,14444.54
Potash Corporation of Saskatchewan Inc.,Canada,13,57.2,7.1,0,4,14458.59
UCB SA,Belgium,13,58,5.6,0,4,14470.15
"Henry Schein, Inc.",US,15,66.8,13.6,1,2,14524.11
"Inner Mongolia Yili Industrial Group Co., Ltd.",China,11,48.7,3.3,0,2,14546.82
SK Telecom Co.,South Korea,6,56.8,3.3,0,0,14612.18
"Agilent Technologies, Inc.",US,10,65.2,8.1,0,2,14622.43
Legrand,France,10,57.4,7.2,0,5,14658.24
"CenturyLink, Inc.",US,11,61.8,12.7,0,4,14683.34
Equifax Inc.,US,10,63,10.5,0,1,14685.13
Vestas Wind System A/S,Denmark,12,51.9,5.6,0,3,14781.46
"United Continental Holdings, Inc.",US,14,58,3.4,0,2,14790.93
"Ulta Salon, Cosmetics & Fragrance, Inc.",US,11,60.8,7,0,5,14861.08
Natixis,France,15,56.3,4,0,5,14863.15
Centrica plc,UK,11,55.8,3.1,0,2,14866.05
Publicis Groupe SA,France,12,59.2,9.3,0,6,14883.24
Wilmar International Limited,Singapore,11,62.6,6.5,0,0,14896.21
Swire Properties Ltd.,Hong Kong,12,55.5,5.9,0,1,14917.5
KT&G Corp.,South Korea,9,59.6,0.8,0,0,14942.69
Incyte Corporation,US,7,60.6,7.9,0,1,15011.43
Abertis Infraestructuras S.A,Spain,13,62.4,6.1,1,4,15016.26
Goldcorp Inc.,Canada,9,63.9,6.4,0,3,15021.64
Parker-Hannifin Corporation,US,14,62.2,9.4,0,2,15026.41
Brambles Ltd,Australia,9,60.9,5,0,3,15053.01
"Rockwell Automation, Inc.",US,9,61.4,8.9,0,2,15102.76
DENTSPLY Sirona Inc.,US,11,62.5,6.9,0,0,15161.77
Vulcan Materials Company,US,11,61.5,6.4,0,3,15220.74
Evonik Industries AG,Germany,20,58.4,5,0,5,15228.88
International Consolidated Airlines Group SA,UK,12,62.6,6.4,0,3,15231.15
LG Chem Ltd.,South Korea,7,59,1.9,0,0,15284.35
HeidelbergCement AG,Germany,12,56.2,8.8,0,2,15296.4
"Itausa, Investimentos Itau S.A.",Brazil,6,54.7,10.3,0,0,15340.44
"Interactive Brokers Group, Inc.",US,8,62.5,7.9,0,0,15393.87
Ferrovial SA,Spain,10,61.6,10,0,1,15422.47
POSCO,South Korea,12,59.7,1.8,0,0,15438.9
"Continental Resources, Inc.",US,6,67.8,14.8,0,0,15454.84
BB Seguridade Participacoes S.A.,Brazil,6,45.8,1.5,0,1,15457.51
Coloplast A/S,Denmark,11,54.5,11.2,0,2,15501.42
"Noble Energy, Inc.",US,11,63.5,11.1,0,1,15538.35
"Workday, Inc.",US,8,57.8,6.4,0,1,15541.33
Rolls-Royce Holdings plc,UK,14,58.1,3.4,0,3,15555.57
"Expedia, Inc.",US,10,63.9,8.7,0,1,15555.98
Mead Johnson Nutrition Company,US,13,62,5.6,0,3,15590.17
DaVita HealthCare Partners Inc.,US,9,61.8,11.3,0,1,15603.14
Magna International Inc.,Canada,10,65.3,5.9,0,3,15606.03
MAN SE,Germany,16,59.6,6.9,0,2,15643.66
Royal Caribbean Cruises Ltd.,US,12,64.1,12,0,2,15686.79
"Under Armour, Inc.",US,10,60.8,9.5,0,1,15700.04
TD Ameritrade Holding Corporation,US,12,60.9,6.3,0,3,15707.68
Swire Pacific Limited,Hong Kong,15,56.7,7.7,0,2,15721.17
UniCredit SpA,Italy,17,60.5,5.8,0,6,15738.95
Kia Motors Corp.,South Korea,9,57.3,5.3,0,0,15739.31
Concho Resources Inc.,US,8,62.1,7.5,0,0,15742.67
Porsche Automobil Holding SE,Germany,12,63.1,6.1,0,0,15778.92
Westfield Corp,Australia,12,66.3,13.9,0,1,15824.65
Shinhan Financial Group Co. Ltd.,South Korea,13,61.4,1.5,0,0,15831.5
Nucor Corporation,US,8,62.6,6.8,0,2,15890.07
"Discovery Communications, Inc.",US,10,66.9,7.6,1,0,15891.02
Lindt & Spruengli AG,Switzerland,6,61.3,13.3,0,2,15910.24
CaixaBank SA,Spain,18,60.7,5.6,0,5,15957.66
"Digital Realty Trust, Inc.",US,7,64.6,7.3,0,1,15970.88
Vodacom Group Ltd,South Africa,12,50.2,4.9,1,3,15995.51
HCL Technologies Ltd.,India,10,60.3,6.7,3,2,16092.66
ArcelorMittal,Luxembourg,13,60.5,8.1,0,3,16094.98
Northern Trust Corporation,US,12,59.6,7.8,0,2,16124.33
"HCP, Inc.",US,8,67.6,13,0,2,16156.56
"Hua Xia Bank Co., Ltd.",China,17,52.8,1.8,0,1,16182.88
Deutsche Boerse AG,Germany,12,59.5,7.9,0,5,16183.05
Sodexo,France,14,56.4,14.7,0,6,16285.78
"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",China,11,50.9,0.9,0,1,16337.86
Ingersoll-Rand plc,US,12,65.3,9.3,0,4,16361.82
"The Williams Companies, Inc.",US,13,60.5,6.3,0,4,16362.42
Infineon Technologies AG,Germany,16,56.1,4.9,0,6,16387.83
"Ameriprise Financial, Inc.",US,8,64,8,0,3,16390.66
Pandora A/S,Denmark,10,51.2,3,0,3,16411.37
Kerry Group plc,Ireland,15,58.3,6.3,0,2,16427.66
Swatch Group AG,Switzerland,6,57,10.8,0,1,16476.01
AmerisourceBergen Corporation,US,10,61,6.3,0,3,16493.46
Realty Income Corporation,US,8,61.4,9.5,0,2,16519.3
"C. R. Bard, Inc.",US,12,64.8,11.3,0,1,16521.63
Viacom Inc.,US,11,65.8,8.6,3,4,16568.62
Vonovia SE,Germany,12,56.4,2.4,0,4,16572.4
Cap Gemini,France,13,61,7.6,0,6,16615.51
Woodside Petroleum Ltd.,Australia,9,60.1,5.4,0,3,16621.44
"Marriott International, Inc.",US,11,64,11.3,1,4,16769.12
TENARIS SA,Luxembourg,9,67.2,11.9,0,0,16822.65
DTE Energy Company,US,12,65.3,8.4,0,2,16836.42
"Stanley Black & Decker, Inc.",US,11,62.7,6.3,0,3,16862.6
FirstRand Ltd,South Africa,20,58.9,7.5,8,4,16894.43
The Clorox Company,US,11,62.5,5.5,0,3,16966.88
"Dr Pepper Snapple Group, Inc.",US,9,61.8,6,0,4,17025.96
"Republic Services, Inc.",US,10,61.4,7.4,0,1,17040.15
Tesco plc,UK,8,58.5,1.1,0,1,17083.99
"Roper Technologies, Inc.",US,9,65.6,12.2,0,2,17092.83
Experian plc,UK,11,54.1,4.3,0,4,17149.09
Samsung Life Insurance Co. Ltd.,South Korea,7,58.4,1.1,0,0,17161.3
Kuehne & Nagel International AG,Switzerland,9,61.9,13.2,0,1,17169.6
Akzo Nobel NV,Netherlands,8,63.8,5,0,3,17176.88
"China Shipbuilding Industry Co., Ltd.",China,13,58.1,1,0,1,17209.44
Koninklijke KPN NV,Netherlands,7,57.3,2.9,0,2,17251.83
The J. M. Smucker Company,US,13,61.3,13.8,0,4,17260.87
International Paper Company,US,12,62.8,5.8,0,2,17261.1
"The Hartford Financial Services Group, Inc.",US,11,61.6,7.6,0,4,17336.47
Power Financial Corporation,Canada,12,65,14.8,0,2,17338.83
Willis Towers Watson Public Limited Company,US,12,62.2,6.8,0,3,17370.17
SGS SA,Switzerland,10,59.2,7.9,1,0,17373.63
MTN Group Ltd,South Africa,11,56.6,7.5,2,3,17439.91
"Analog Devices, Inc.",US,10,64.1,10.9,1,1,17478.98
Scentre Group,Australia,8,57.6,6.6,0,3,17516.94
The Wharf (Holdings) Ltd.,Hong Kong,12,62.9,10.7,0,2,17670.89
"Shanghai International Port (Group) Co., Ltd.",China,8,54.9,2.6,0,0,17688.75
Transurban Group,Australia,7,59,5.1,0,2,17748.97
"T. Rowe Price Group, Inc.",US,12,62.7,7.5,0,3,17801.13
Marathon Petroleum Corporation,US,10,64.1,3.8,0,1,17993.19
Delphi Automotive PLC,US,13,63.5,5.1,0,1,17994.65
Vornado Realty Trust,US,9,73.1,22.6,2,1,18052.17
Eversource Energy,US,13,67.5,7.1,0,2,18055.42
Amphenol Corporation,US,9,65.7,9.7,0,1,18059.92
Sasol Ltd,South Africa,12,56.8,5.8,3,3,18076.06
Givaudan SA,Switzerland,8,60.3,4.4,0,2,18122.39
Compagnie generale des etablissements Michelin,France,9,58.4,3.9,0,4,18181.3
Hess Corporation,US,11,64.6,9.3,0,2,18208.2
Hormel Foods Corporation,US,15,58.9,7.1,0,4,18248.39
"Coca-Cola Enterprises, Inc.",US,11,62.3,9.1,0,3,18260.78
"Level 3 Communications, Inc.",US,11,62.7,4.5,0,1,18365.53
American Airlines Group Inc.,US,13,61.3,3.7,0,2,18385.86
Tyco International plc,US,11,63.1,8,0,1,18424.05
Macquarie Group Limited,Australia,10,61.2,5.2,0,3,18466.77
Thales,France,16,60.8,4.4,0,6,18505.35
TELUS Corporation,Canada,12,63.4,6.7,0,3,18597.05
M&T Bank Corporation,US,16,69.7,15.1,2,2,18712.59
Devon Energy Corporation,US,9,63.2,6.4,0,2,18748.72
Surgutneftegaz,Russia,10,62.7,6.8,3,0,18834.29
Cerner Corporation,US,9,69,17.8,0,1,18837.92
ARM Holdings plc,UK,10,56.7,4.8,0,2,18844.29
The Progressive Corporation,US,9,61.9,10,0,2,18848.28
NTPC Ltd.,India,8,56.1,1.9,0,0,18850.45
E.ON SE,Germany,18,60.9,2.5,0,4,18869.43
Ryanair Holdings plc,Ireland,12,61.5,7.5,0,2,18881.18
SK Hynix Inc.,South Korea,9,55.6,3,0,0,18896.82
"Hangzhou Hikvision Digital Technology Co., Ltd.",China,9,52.3,1.9,0,0,19005.45
Newmont Mining Corporation,US,10,62.1,6.6,0,3,19040.75
Moody's Corporation,US,9,63.1,8.6,0,2,19103.58
PACCAR Inc,US,11,60.9,7.4,0,2,19117.75
Koninklijke Ahold NV,Netherlands,14,61.5,4.9,0,3,19123.83
Telefonica Brasil S.A.,Brazil,11,62.5,6,0,0,19164.21
Repsol SA,Spain,16,64.6,7.5,0,1,19164.89
Campbell Soup Company,US,12,63.3,11.2,0,4,19173.15
Sirius XM Holdings Inc.,US,12,57.3,6.3,0,2,19336.75
"L Brands, Inc.",US,11,69.9,19.6,1,2,19340.29
Cummins Inc.,US,10,62,9.2,0,2,19376.69
Restaurant Brands International Inc.,US,11,56,1.5,0,0,19391.81
Telia Company AB,Sweden,11,52.7,3.1,0,5,19398.78
Carrefour,France,17,61.4,5.8,0,4,19421.78
Nielsen Holdings plc,US,11,58.8,3.9,0,2,19447.39
"Franklin Resources, Inc.",US,10,60.8,9.8,0,2,19460.67
"Boston Properties, Inc.",US,11,63.9,7.8,1,2,19527.07
"Paychex, Inc.",US,9,64.4,14.6,0,1,19529.36
Omnicom Group Inc.,US,12,71.1,16.5,3,4,19531.15
Actelion Ltd.,Switzerland,10,60.1,6.5,0,1,19567.32
Canadian Pacific Railway Limited,US,9,58.9,2.7,0,2,19596.6
Samsung C&T Corp.,South Korea,7,57.9,1.7,0,0,19596.75
Amadeus IT Holdings SA,Spain,10,58.2,5.6,0,1,19606.59
Banco Santander Brasil SA,Brazil,10,57.5,1.5,0,2,19608.02
DNB ASA,Norway,8,57.4,6.3,0,3,19659.6
Skandinaviska Enskilda Banken,Sweden,15,55.4,6.3,0,7,19665.37
NAVER Corp.,South Korea,7,49,6.3,0,0,19703.35
"WEC Energy Group, Inc.",US,13,64.7,8.9,0,3,19734.26
Schindler Holding AG,Switzerland,12,58.6,10,0,2,19737.73
Henderson Land Development Co. Ltd.,Hong Kong,18,66.6,21.9,1,2,19787.49
AENA S.A.,Spain,15,57.7,1.3,0,4,19827.63
Rogers Communications Inc.,Canada,15,60.2,12.7,0,5,19829.35
Woolworths Ltd.,Australia,6,58.8,2.8,0,2,19859.12
"Bank of Beijing Co., Ltd.",China,16,55.9,5.4,0,4,19884.88
WIPRO Limited,India,10,64.5,11.9,5,1,19900.26
Baker Hughes Incorporated,US,13,66.9,10.4,0,2,19925.07
Brown-Forman Corporation,US,13,54,5.8,0,3,20106.24
Gas Natural SDG S.A,Spain,17,63.8,7.5,0,3,20114.95
Southern Copper Corporation,US,11,64,12,0,0,20124.12
Dassault Systemes,France,10,64,10.6,1,5,20225.33
"ConAgra Foods, Inc.",US,12,62.7,6.1,0,2,20280.2
Legal & General Group plc,UK,10,57.1,5.1,0,3,20345.98
Apache Corporation,US,11,59.1,6.7,0,2,20380.25
The Hershey Company,US,11,63.1,7,0,2,20404.85
MMC Norilsk Nickel PJSC,Russia,13,44.1,4.5,0,1,20476.93
Snam SpA,Italy,9,56.1,3.1,0,3,20478.23
Power Assets Holdings Ltd.,Hong Kong,12,63.7,15.2,0,0,20488.91
"Illumina, Inc.",US,8,59.9,8.1,0,2,20565.31
Kotak Mahindra Bank Ltd,India,11,59.8,8.7,2,1,20638.81
Sun Life Financial Inc.,Canada,11,60.8,4.9,0,3,20775.4
Larsen & Toubro Ltd,India,18,63,4.6,3,1,20790.55
The Hong Kong and China Gas Co. Ltd.,Hong Kong,9,66.8,22.3,1,0,20809.71
AmorePacific Corp.,South Korea,8,54.9,3.9,0,1,20829.7
Deutsche Bank AG,Germany,20,58.7,5.5,0,7,20937.37
Hilton Worldwide Holdings Inc.,US,8,57.8,6.3,0,2,20963.29
"SunTrust Banks, Inc.",US,11,61.9,5.6,0,2,20992.24
Vale S.A.,Brazil,11,57.5,3.5,1,0,21085.06
ICICI Bank Limited,India,13,59.5,5.2,2,2,21099.31
"Dollar Tree, Inc.",US,11,67.5,15.5,0,1,21250.01
Tata Motors Ltd.,India,10,61.4,6.1,3,1,21372.49
"Ross Stores, Inc.",US,11,61,12.9,0,2,21389.75
Edwards Lifesciences Corporation,US,8,65,5.6,0,1,21415.57
Svenska Cellulosa Ab (Sca),Sweden,12,53.8,3.9,0,5,21435.33
Bharti Airtel Ltd.,India,13,54,6.1,0,3,21567.2
BAE Systems plc,UK,11,57.5,3.8,0,3,21640.19
TE Connectivity Ltd.,US,12,59.6,5.3,0,2,21646.51
"Midea Group Co., Ltd.",China,11,45.7,2.6,0,2,21683.44
Xcel Energy Inc.,US,11,61.1,8.5,0,3,21694.66
United Overseas Bank Limited,Singapore,9,65.4,13.9,1,1,21714.52
Sky plc,UK,12,53.6,5.1,0,2,21762.76
Corning Incorporated,US,13,62.2,7.5,0,3,21765.05
Molson Coors Brewing Company,US,14,56.7,6.1,0,2,21824.48
"St. Jude Medical, Inc.",US,10,61.7,10.2,1,2,21838.19
Atlantia SPA,Italy,15,56.9,5.3,0,4,21990.63
Endesa S.A.,Spain,11,61.9,3.4,0,1,22043.22
Assa Abloy AB,Sweden,11,57,7.5,0,3,22060.08
Kering,France,11,51,7.5,0,7,22098.88
Cielo SA,Brazil,11,51.8,4.7,0,0,22195.03
Weyerhaeuser Company,US,13,60.3,6.6,0,3,22195.56
Loblaw Companies Limited,Canada,13,63.8,5.8,0,5,22208.56
HP Inc.,US,13,58.4,2.2,0,5,22289.2
Hyundai Mobis Co.,South Korea,9,58.8,2.8,0,0,22366.69
Electronic Arts Inc.,US,9,54.4,8.4,0,1,22374.7
Vertex Pharmaceuticals Incorporated,US,10,58,8.4,0,3,22395.06
"AutoZone, Inc.",US,11,59,9.3,0,2,22428.21
SSE plc,UK,8,55.5,5.6,0,2,22439.42
"Ping An Bank Co., Ltd.",China,14,53,1.9,0,3,22453.17
Public Service Enterprise Group Incorporated,US,11,65.8,10.4,0,2,22523.97
Newell Brands Inc.,US,9,63.4,10.6,0,0,22812.64
Discover Financial Services,US,12,61.2,7.5,0,3,22886.75
Zoetis Inc.,US,11,62.4,2.7,0,1,22919.59
Volvo AB,Sweden,14,59.1,3.1,0,4,23056.21
Svenska Handelsbanken AB,Sweden,11,54.7,6.8,0,5,23157.31
Steinhoff International Holdings N.V.,Netherlands,11,56.3,6.9,0,2,23199.17
Assicurazioni Generali Spa,Italy,11,57.8,3.6,0,4,23226.67
Spectra Energy Corp,US,11,63.9,6.7,0,2,23235.15
Cheung Kong Property Holdings Ltd.,Hong Kong,14,68.3,1,2,3,23292.25
State Street Corporation,US,11,63,9.6,0,3,23404.03
"AvalonBay Communities, Inc.",US,9,62.1,7.6,0,1,23404.04
Aviva plc,UK,13,57.5,3.1,0,3,23414.99
"Ventas, Inc.",US,9,61,7.9,0,2,23446.08
Equity Residential,US,12,61.3,11.4,0,2,23479.86
"Fiserv, Inc.",US,11,59.4,8.8,0,2,23480.26
